Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
1341.5,6.38,13.11,21.55
1359.0,6.38,15.41,18.33
1374.75,6.49,17.07,16.55
1345.25,6.49,20.84,13.56
1305.25,6.49,23.24,12.16
1254.0,-,22.66,12.47
1189.5,-,22.44,12.59
1151.5,-,22.36,12.64
1110.5,-,21.94,12.87
1096.75,-,17.04,16.58
1073.25,-,19.83,14.24
854.5,-,25.05,11.28
865.75,-,22.88,12.35
924.25,-,21.44,13.18
1176.75,-,15.43,18.31
1034.25,-,15.98,17.68
862.0,-,14.44,19.56
882.0,-,11.08,25.5
839.25,-,10.37,27.25
873.25,-,8.96,31.54
904.5,4.09,9.58,29.5
936.0,2.56,7.51,37.62
959.25,2.56,9.75,28.97
959.5,2.56,6.69,42.25
1039.25,-,6.21,45.48
1227.25,10.98,5.86,48.17
1448.25,15.08,4.94,57.19
1270.5,6.85,6.63,42.61
1113.0,3.54,9.51,29.69
1127.5,3.54,10.45,27.02
1089.75,3.54,14.47,19.53
1093.0,3.54,10.06,28.08
1120.75,3.52,9.66,29.25
1244.25,3.52,7.39,38.23
1308.75,15.17,7.21,39.16
1355.5,13.85,7.42,38.09
1129.5,13.85,13.87,20.37
1167.5,4.24,10.41,27.12
1221.0,10.1,10.9,25.91
1233.75,10.1,11.95,23.64
1244.25,10.1,15.49,18.24
1256.25,4.82,14.87,19
1244.25,4.82,16.74,16.87
1238.25,4.82,16.33,17.3
1250.5,-,15.41,18.33
1229.5,4.6,14.51,19.47
1271.0,4.6,14.77,19.13
1287.5,5.58,10.98,25.72
1306.5,4.8,12.34,22.89
1299.0,4.8,12.89,21.91
1332.5,5.83,13.26,21.3
1331.75,5.83,15.07,18.74
1336.0,5.83,17.06,16.55
1339.75,5.83,16.83,16.79
1345.25,-,17.0,16.61
1327.5,-,16.85,16.76
1316.5,-,15.44,18.3
1268.75,-,17.7,15.96
1221.25,-,14.49,19.5
1254.75,-,13.09,21.58
1268.0,10,13.34,21.17
1302.5,5.35,13.1,21.56
1319.0,5.35,13.03,21.67
1357.0,4.67,14.1,20.03
1381.5,5.04,13.88,20.35
1379.0,5.04,15.94,17.72
1357.0,5.04,18.16,15.55
1383.0,-,12.81,22.05
1362.0,-,14.4,19.61
1307.5,-,17.79,15.88
1318.75,-,17.41,16.22
1328.25,-,16.83,16.79
1328.25,-,16.36,17.26
1346.0,5.49,16.32,17.31
1358.25,5.49,13.59,20.79
1375.75,5.61,14.04,20.12
1399.75,5.61,14.29,19.77
1410.25,6.07,14.48,19.51
1435.5,5.56,14.57,19.39
1413.5,5.56,14.77,19.12
1389.5,5.56,16.06,17.59
1338.5,-,11.16,25.31
1344.0,-,12.33,22.92
1374.75,5.35,12.58,22.46
1419.25,6.1,8.86,31.9
1432.75,5.55,10.91,25.9
1427.5,5.55,12.76,22.13
1409.25,5.55,13.35,21.16
1358.25,-,12.84,22
1328.75,-,14.75,19.15
1295.5,-,17.14,16.48
1242.5,-,16.44,17.19
1212.5,-,18.36,15.39
1126.5,-,18.84,14.99
1067.25,-,11.9,23.74
1079.5,9.01,10.32,27.37
1139.5,8.5,10.48,26.95
1102.0,8.5,16.95,16.66
1200.5,8.5,10.19,27.71
1257.5,13.48,10.65,26.52
1289.0,9.89,10.98,25.72
1350.75,16.92,11.67,24.21
1377.25,16.92,15.84,17.83
1363.75,16.92,17.98,15.71
1397.0,-,17.9,15.78
1373.25,5.31,17.31,16.32
1372.25,5.31,17.9,15.78
1324.75,5.31,18.16,15.55
1252.5,-,19.0,14.87
1192.75,-,13.53,20.88
1224.25,5.08,12.27,23.01
1250.75,9.26,12.93,21.84
1242.0,9.26,15.06,18.76
1155.0,9.26,19.11,14.78
1113.75,-,18.8,15.02
1144.75,-,11.18,25.28
1174.5,4.75,14.48,19.5
1158.75,4.75,14.87,18.99
1201.5,4.34,13.2,21.4
1231.25,4.34,13.47,20.98
1261.25,4.85,12.72,22.21
1285.25,9.42,13.48,20.96
1279.5,9.42,15.44,18.3
1252.0,9.42,12.38,22.81
1219.5,-,16.44,17.19
1201.75,-,15.02,18.81
1239.75,4.59,12.0,23.53
1216.25,4.59,17.28,16.35
1195.5,4.59,17.89,15.79
1151.75,-,11.77,24.01
1191.25,-,10.88,25.97
1283.5,14.51,8.94,31.61
1287.25,4.97,14.45,19.54
1261.25,4.97,17.83,15.85
1275.25,5.25,13.93,20.28
1305.5,5.25,10.79,26.18
1287.0,5.38,13.29,21.25
1273.25,5.38,17.92,15.77
1292.75,5.38,10.99,25.71
1355.75,15.95,9.8,28.84
1384.25,15.95,13.51,20.91
1378.25,4.99,15.19,18.59
1343.0,4.99,17.04,16.58
1370.25,5.31,10.68,26.45
1448.25,16.11,8.46,33.39
1551.25,16.11,7.31,38.62
1597.0,19.06,7.08,39.92
1685.25,19.19,6.91,40.86
1775.0,20.17,6.78,41.68
1816.75,22.42,6.69,42.26
1836.75,7.62,7.55,37.42
1529.25,7.62,11.76,24.02
1545.75,7.62,11.53,24.5
1549.75,7.75,14.75,19.16
1562.0,7.75,16.56,17.05
1544.25,7.75,20.34,13.89
1546.25,-,21.64,13.06
1514.25,-,22.29,12.68
1509.75,-,16.66,16.96
1516.75,-,12.23,23.1
1554.5,14.13,12.81,22.05
1538.0,14.13,16.38,17.24
1557.25,14.13,21.9,12.9
1524.75,-,20.62,13.7
1500.0,-,20.54,13.76
1475.75,-,21.9,12.9
1432.5,-,22.35,12.64
1367.75,-,23.05,12.26
1298.25,-,23.03,12.26
1277.75,-,22.33,12.65
1237.75,-,22.73,12.43
1216.0,-,20.44,13.82
1211.0,-,17.23,16.39
1224.0,-,13.13,21.51
1264.0,6.49,11.76,24.02
1322.75,12.74,10.1,27.97
1356.0,18.11,9.86,28.64
1407.0,13.97,9.44,29.92
1454.0,15.84,9.11,31.01
1483.75,15.84,9.11,31.01
1534.25,13.21,8.88,31.83
1586.25,23.6,8.86,31.88
1611.25,16.21,8.67,32.59
1659.5,7.36,8.53,33.1
1653.75,7.36,13.08,21.6
1652.75,7.36,16.15,17.49
1661.75,7.36,16.42,17.2
1660.5,-,15.94,17.72
1661.75,-,17.04,16.58
1661.5,-,18.41,15.34
1655.5,-,18.49,15.28
1648.75,-,18.1,15.6
1649.25,-,18.75,15.07
1644.75,-,18.89,14.95
1625.5,-,19.32,14.62
1626.5,-,19.9,14.2
1617.25,-,19.95,14.16
1567.0,-,19.67,14.36
1588.0,-,12.27,23.02
1595.25,8.16,13.92,20.29
1598.25,8.16,15.87,17.8
1608.5,8.16,18.3,15.44
1612.75,8.16,18.18,15.54
1612.25,8.15,18.55,15.23
1625.25,8.15,17.94,15.74
1614.0,8.15,17.55,16.09
1582.25,-,18.87,14.97
1583.25,8.52,18.9,14.95
1575.5,8.52,20.07,14.08
1572.5,8.52,19.85,14.23
1558.75,-,18.91,14.94
1557.5,-,17.04,16.58
1544.75,-,16.71,16.91
1542.75,-,12.81,22.05
1529.75,-,10.79,26.17
1549.5,-,9.53,29.63
1554.0,6.9,8.96,31.54
1557.75,6.9,10.93,25.84
1567.25,6.9,9.69,29.15
1570.25,-,9.28,30.45
1559.25,-,9.33,30.28
1567.25,-,9.72,29.05
1574.5,7.44,13.77,20.52
1561.75,7.44,16.05,17.6
1534.5,7.44,18.25,15.48
1496.75,-,22.22,12.71
1483.25,-,22.52,12.54
1491.75,-,12.22,23.11
1524.75,7.51,14.48,19.51
1556.75,8.11,16.86,16.75
1566.0,7.3,20.21,13.98
1576.25,8.37,20.11,14.04
1610.75,7.99,20.92,13.51
1631.0,7.27,20.48,13.79
1607.0,7.27,20.13,14.03
1505.75,7.27,22.55,12.52
1331.25,7.27,23.28,12.13
1170.5,-,22.91,12.33
1127.25,-,22.53,12.54
1129.25,-,17.39,16.24
1131.75,-,16.37,17.26
1151.25,5.12,15.83,17.84
1159.5,5.12,13.39,21.1
1147.25,5.12,13.94,20.26
1133.25,-,14.51,19.46
1141.0,5.3,13.95,20.25
1143.0,5.3,15.05,18.77
1150.75,5.3,14.74,19.16
1146.75,5.3,15.05,18.77
1133.75,-,21.4,13.2
1122.5,-,19.23,14.69
1077.0,-,17.21,16.41
1087.25,-,16.1,17.54
1099.5,5.84,16.03,17.62
1124.0,5.84,15.89,17.77
1135.75,5.02,20.21,13.98
1136.75,5.02,18.37,15.37
1137.5,6.08,18.13,15.58
1179.5,5.65,18.15,15.56
1196.5,5.65,19.34,14.6
1206.25,5.76,20.2,13.99
1218.5,5.76,20.98,13.46
1215.0,5.86,20.65,13.68
1225.0,5.86,21.84,12.93
1233.0,5.86,21.92,12.89
1242.0,5.86,18.65,15.15
1245.0,-,18.51,15.26
1254.25,6.25,19.86,14.22
1242.0,6.25,21.16,13.35
1236.0,6.25,20.28,13.93
1236.0,-,18.57,15.22
1239.75,-,18.52,15.25
1234.75,-,18.51,15.26
1231.25,-,19.36,14.59
1227.25,-,17.8,15.87
1226.25,-,17.93,15.75
1221.25,-,20.17,14.01
1206.5,-,16.8,16.81
1214.5,-,15.67,18.03
1206.5,-,18.07,15.63
1198.25,-,19.86,14.22
1191.75,-,20.16,14.01
1197.25,-,20.02,14.11
1190.75,-,19.83,14.25
1194.25,5.67,17.83,15.84
1195.0,5.67,18.36,15.39
1206.0,5.67,19.21,14.7
1204.0,5.67,19.53,14.47
1201.5,-,19.47,14.51
1197.5,-,19.83,14.25
1198.75,-,20.16,14.01
1183.5,-,21.63,13.06
1162.0,-,21.8,12.96
1153.25,-,22.1,12.78
1098.75,-,15.1,18.7
1057.0,-,13.71,20.61
931.75,-,18.24,15.49
865.25,-,20.48,13.79
821.25,-,21.74,13
754.75,-,21.02,13.44
867.0,-,17.58,16.07
819.0,-,12.07,23.4
869.5,3.12,10.6,26.64
945.25,3.12,10.48,26.95
978.0,11.03,10.38,27.22
1050.0,7.79,9.74,28.99
1071.25,8.26,10.46,27.01
1126.0,8.72,10.94,25.82
1164.0,8.72,10.91,25.89
1190.75,4.24,10.7,26.41
1235.25,9.98,10.72,26.35
1271.75,5.1,12.25,23.06
1284.75,4.7,12.77,22.12
1296.0,4.7,15.17,18.62
1302.75,4.7,16.34,17.29
1302.5,5.34,16.94,16.68
1323.0,5.34,17.7,15.96
1283.25,5.34,17.26,16.37
1256.5,-,17.43,16.2
1219.75,-,17.49,16.15
1221.5,-,17.81,15.86
1208.0,-,15.84,17.83
1210.75,4.99,15.96,17.7
1179.5,4.99,17.36,16.27
1200.75,4.99,12.13,23.28
1213.5,4.98,9.99,28.28
1228.75,4.98,9.71,29.09
1265.75,4.6,8.8,32.12
1303.0,10.74,8.56,33.01
1320.25,10.74,8.57,32.96
1351.25,5.2,8.1,34.89
1372.25,5.32,8.08,34.96
1390.0,5.32,8.08,34.97
1353.5,5.32,11.51,24.53
1345.0,5.32,12.24,23.07
1347.25,-,12.47,22.66
1398.5,12.23,9.83,28.75
1433.0,5.25,11.16,25.32
1449.0,5.25,11.79,23.96
1479.25,6.02,9.75,28.98
1525.0,6.06,12.14,23.28
1512.75,5.89,15.96,17.7
1467.5,5.89,17.59,16.06
1440.0,5.89,10.84,26.05
1323.75,5.89,11.08,25.5
1278.25,-,12.91,21.88
1332.25,-,10.71,26.38
1365.75,16.5,11.35,24.88
1401.75,10.32,14.74,19.16
1397.25,10.32,16.19,17.45
1417.5,10.32,17.67,15.99
1384.25,10.32,10.84,26.06
1372.75,-,11.94,23.65
1360.0,-,17.15,16.47
1356.0,-,17.33,16.3
1369.25,-,17.61,16.04
1360.5,5.96,16.97,16.65
1403.25,5.75,14.92,18.93
1420.25,5.75,14.14,19.98
1425.5,5.75,14.39,19.63
1400.75,-,15.32,18.44
1396.25,-,18.51,15.26
1380.0,-,17.98,15.71
1380.5,-,17.48,16.16
1349.0,-,17.67,15.98
1347.5,-,17.73,15.93
1358.5,-,14.5,19.49
1360.0,5.95,16.47,17.15
1356.75,5.95,15.0,18.84
1374.0,5.03,16.3,17.33
1381.0,5.03,15.7,17.99
1397.75,5.03,15.46,18.27
1409.75,5.74,15.29,18.47
1424.0,5.74,15.57,18.15
1418.0,5.53,16.06,17.59
1434.5,5.53,15.77,17.91
1434.0,5.53,16.4,17.22
1438.25,-,15.86,17.81
1443.75,-,15.67,18.02
1435.5,-,16.8,16.81
1393.75,-,17.84,15.83
1398.25,-,15.9,17.76
1402.5,5.74,14.81,19.07
1415.5,5.74,16.38,17.25
1415.0,5.74,16.03,17.62
1391.25,-,17.27,16.36
1414.25,-,18.33,15.41
1390.75,-,17.24,16.39
1381.25,-,17.0,16.62
1389.75,-,16.94,16.67
1400.25,-,11.87,23.8
1413.75,10.51,11.71,24.13
1486.5,5.1,8.83,32
1518.25,12.51,11.76,24.02
1524.25,12.51,13.71,20.6
1523.0,12.51,16.54,17.08
1532.5,12.51,17.32,16.31
1533.0,-,16.65,16.96
1557.5,6.37,10.57,26.72
1586.0,6.37,10.21,27.67
1603.25,5.94,13.18,21.44
1603.25,5.94,16.35,17.28
1605.25,6.6,17.01,16.61
1612.5,6.6,16.29,17.35
1612.75,6.6,17.34,16.29
1606.25,-,17.79,15.88
1599.0,-,17.32,16.31
1600.75,-,17.22,16.4
1614.5,-,16.02,17.63
1618.75,6.62,18.47,15.29
1583.0,6.62,18.24,15.48
1578.75,6.62,17.86,15.81
1565.5,-,17.28,16.35
1553.75,-,17.05,16.57
1564.75,-,17.28,16.35
1574.25,-,16.71,16.9
1574.25,6.48,17.2,16.42
1596.0,6.48,15.41,18.34
1608.75,6.48,15.08,18.73
1603.25,7.17,16.96,16.65
1606.5,7.17,17.37,16.27
1615.5,7.17,16.05,17.6
1637.5,-,8.55,33.03
1294.0,6.36,14.91,18.95
1361.5,6.36,10.65,26.52
1379.75,6.48,13.96,20.24
1386.25,6.48,16.55,17.06
1388.75,6.48,20.19,13.99
1368.75,-,21.88,12.91
1329.5,-,23.48,12.03
1317.75,-,21.33,13.25
1321.5,-,19.0,14.87
1332.75,-,17.67,15.98
1328.75,-,17.57,16.07
1329.5,-,17.48,16.16
1325.0,-,18.44,15.31
1303.5,-,21.01,13.45
1301.75,-,19.29,14.65
1308.25,-,12.15,23.26
1322.25,-,10.44,27.06
1338.75,6.14,9.78,28.87
1335.75,6.14,16.72,16.89
1303.75,6.14,20.01,14.12
1243.0,-,22.66,12.47
1233.5,-,22.49,12.56
1190.0,-,20.95,13.48
1177.5,-,19.27,14.66
1191.5,-,18.6,15.19
1196.25,5.67,16.54,17.08
1210.5,5.67,14.46,19.53
1195.75,5.67,13.58,20.8
1256.75,10.95,14.29,19.76
1277.0,12.06,16.75,16.86
1310.75,6.12,17.57,16.07
1342.0,6.12,19.98,14.14
1352.25,5.93,18.71,15.1
1383.5,13.71,19.58,14.43
1390.0,13.71,19.11,14.78
1384.0,6.27,19.66,14.37
1400.0,6.27,20.1,14.05
1398.75,6.27,20.28,13.93
1399.5,-,19.97,14.15
1402.0,-,18.98,14.89
1380.5,-,19.54,14.46
1315.0,-,13.83,20.42
1302.5,-,13.2,21.41
1305.25,-,15.56,18.16
1311.75,5.81,16.47,17.15
1322.25,6.61,15.67,18.03
1343.0,7.19,14.88,18.98
1326.25,7.19,18.43,15.33
1340.5,7.19,17.1,16.52
1385.75,6.39,10.67,26.48
1412.5,13.14,9.3,30.39
1453.25,13.72,9.14,30.91
1483.0,14.16,11.46,24.66
1490.75,14.16,13.81,20.46
1515.75,14.16,13.87,20.36
1532.75,14.16,15.33,18.43
1537.5,7.04,16.94,16.68
1547.0,7.04,17.67,15.99
1547.0,6.95,17.69,15.97
1560.75,6.95,17.96,15.73
1562.5,7.04,18.49,15.28
1564.75,7.04,20.67,13.66
1533.25,7.04,18.65,15.15
1494.0,-,17.17,16.45
1506.0,-,21.02,13.44
1498.75,-,19.66,14.37
1497.5,-,20.11,14.05
1452.75,-,19.89,14.2
1457.25,-,21.56,13.1
1421.75,-,21.66,13.04
1415.75,-,20.26,13.95
1411.5,-,17.76,15.9
1421.0,7.1,15.03,18.79
1421.0,7.1,18.1,15.61
1416.75,7.1,20.12,14.04
1412.75,7.1,20.65,13.68
1421.75,-,12.99,21.74
1438.0,5.66,11.94,23.66
1448.75,5.66,16.09,17.56
1455.5,6.49,17.0,16.62
1441.25,6.49,18.93,14.92
1441.5,6.49,20.95,13.48
1435.5,-,20.77,13.6
1411.75,-,19.48,14.5
1430.75,-,20.83,13.56
1400.75,-,14.61,19.33
1413.0,6.38,15.09,18.72
1414.75,6.38,18.13,15.58
1392.5,6.38,20.55,13.74
1389.0,-,21.88,12.91
1393.25,-,15.46,18.27
1411.0,-,16.57,17.05
1403.0,-,17.36,16.27
1410.25,-,19.08,14.8
1397.25,-,20.47,13.8
1390.5,-,21.11,13.38
1391.5,-,18.87,14.97
1389.25,-,17.0,16.61
1395.5,6.95,16.88,16.74
1399.75,6.95,17.43,16.21
1409.75,6.95,17.34,16.29
1405.5,6.95,17.36,16.27
1421.75,-,18.09,15.62
1421.75,7.12,18.29,15.45
1426.75,7.12,18.98,14.88
1409.75,7.12,18.3,15.43
1413.75,7.1,17.12,16.5
1422.5,7.1,17.2,16.43
1438.5,7.1,17.45,16.19
1450.25,7.27,13.55,20.85
1444.75,7.27,15.68,18.01
1437.75,7.27,14.14,19.97
1433.0,-,16.81,16.8
1439.25,-,15.7,17.99
1420.0,-,15.32,18.43
1413.75,-,15.99,17.67
1408.5,-,17.6,16.05
1393.25,-,17.72,15.94
1361.5,-,19.52,14.47
1355.25,-,13.01,21.72
1359.75,-,14.52,19.46
1347.75,-,17.39,16.25
1350.0,-,18.24,15.49
1349.75,7.16,16.6,17.02
1361.5,6.85,16.08,17.56
1395.5,6.85,11.74,24.06
1442.75,12.77,12.98,21.75
1452.25,6.85,19.21,14.71
1470.75,6.85,18.85,14.98
1468.0,6.97,20.56,13.74
1457.25,6.97,16.72,16.89
1483.5,6.97,16.36,17.27
1464.0,14.17,17.26,16.37
1451.5,14.17,21.85,12.93
1447.5,14.17,20.82,13.57
1444.5,-,20.27,13.94
1448.75,-,20.32,13.9
1444.75,-,19.05,14.83
1450.25,-,18.59,15.2
1448.75,-,19.26,14.67
1443.0,-,19.79,14.27
1440.5,-,19.03,14.85
1437.25,-,19.16,14.74
1429.5,-,19.72,14.32
1420.75,-,20.43,13.82
1428.5,-,19.89,14.2
1422.0,-,19.43,14.54
1414.25,-,19.01,14.86
1401.25,-,19.72,14.32
1409.25,-,19.97,14.15
1404.5,-,19.94,14.17
1397.5,-,19.82,14.25
1402.5,-,19.85,14.23
1402.5,-,19.74,14.31
1403.5,-,19.57,14.44
1403.5,-,19.71,14.33
1398.5,-,19.3,14.64
1396.25,-,20.08,14.07
1388.75,-,19.41,14.55
1389.5,-,19.95,14.16
1370.75,-,21.19,13.33
1363.5,-,21.7,13.02
1353.0,-,21.24,13.3
1361.75,-,19.82,14.25
1348.0,-,19.16,14.74
1358.75,-,16.56,17.06
1376.5,6.88,14.64,19.29
1378.5,6.88,16.54,17.08
1388.25,6.88,17.79,15.88
1395.0,6.62,17.17,16.45
1397.5,6.62,17.6,16.05
1400.25,6.62,18.98,14.89
1404.0,-,20.28,13.93
1386.25,-,20.49,13.79
1364.5,-,21.26,13.29
1364.5,-,21.18,13.34
1353.0,-,21.24,13.3
1337.0,-,21.12,13.38
1330.75,-,20.23,13.96
1327.5,-,19.95,14.16
1328.75,-,19.57,14.43
1331.75,-,20.3,13.92
1320.5,-,20.68,13.66
1315.5,-,20.65,13.68
1314.0,-,19.61,14.41
1312.25,7.1,18.81,15.02
1312.5,7.1,18.69,15.11
1286.75,7.1,19.12,14.78
1283.5,-,22.07,12.8
1209.75,-,20.58,13.72
1175.0,-,13.92,20.29
1169.5,-,13.64,20.7
1179.5,5.55,12.9,21.9
1186.25,5.55,14.72,19.19
1120.75,5.55,20.43,13.82
1094.5,-,13.76,20.52
1060.0,-,15.08,18.73
1053.5,-,14.68,19.25
1078.5,4.38,14.37,19.66
1059.75,4.38,17.41,16.22
1056.75,4.38,19.5,14.49
1059.5,4.38,18.17,15.55
1040.0,-,19.67,14.36
972.5,-,22.04,12.82
954.25,-,23.42,12.06
942.75,-,15.57,18.14
979.5,4.49,14.18,19.92
992.0,8.93,14.29,19.76
1011.75,5.12,14.75,19.15
982.25,5.12,21.73,13
884.75,5.12,22.21,12.72
867.25,-,15.21,18.57
886.75,8.49,16.04,17.62
921.75,8.49,14.51,19.47
1094.0,8.49,14.36,19.67
1097.75,-,13.96,20.23
1103.25,-,11.11,25.42
1133.5,4.73,11.34,24.9
1175.75,7.5,11.8,23.95
1183.5,7.5,11.8,23.95
1228.0,4.39,13.0,21.72
1256.5,10.25,13.12,21.53
1285.25,4.69,12.76,22.14
1345.0,10.36,10.78,26.21
1384.75,10.36,12.76,22.13
1359.75,5.32,13.94,20.27
1321.0,5.32,11.12,25.41
1253.75,5.32,15.28,18.49
1231.25,-,16.41,17.21
1200.25,-,10.78,26.2
1218.5,-,11.7,24.15
1247.25,9.69,15.05,18.77
1250.25,9.69,15.54,18.18
1252.25,4.85,15.51,18.21
1260.0,4.85,16.65,16.96
1252.25,4.85,10.62,26.61
1302.0,-,9.32,30.31
1328.0,11.56,10.92,25.86
1349.5,4.83,12.67,22.29
1358.75,4.83,12.88,21.93
1351.0,4.83,12.85,21.98
1363.0,5.99,9.22,30.65
1362.5,5.99,11.14,25.36
1281.0,5.99,14.08,20.06
1188.5,5.99,11.06,25.54
1200.75,-,10.71,26.38
1243.75,10.75,8.94,31.6
1283.0,4.99,11.22,25.18
1293.5,4.99,13.15,21.48
1286.5,4.99,14.62,19.33
1258.0,-,17.83,15.85
1270.75,-,10.84,26.07
1245.0,-,12.72,22.21
1254.5,5.13,16.87,16.74
1214.25,5.13,13.47,20.98
1199.25,5.13,11.38,24.83
1186.75,-,10.94,25.83
1186.75,-,14.27,19.79
1162.25,-,15.87,17.8
1199.5,9.19,14.53,19.44
1200.5,9.19,15.64,18.07
1251.0,4.72,15.13,18.67
1274.75,4.85,17.13,16.49
1271.75,4.85,14.83,19.05
1322.75,10.16,14.14,19.97
1317.25,10.16,16.29,17.34
1324.25,10.16,16.1,17.55
1347.5,5.46,14.85,19.02
1351.5,5.46,14.14,19.98
1383.5,4.34,14.33,19.72
1402.25,4.34,13.36,21.14
1472.0,10.52,9.22,30.64
1495.0,13.86,12.08,23.37
1493.25,6.2,13.48,20.96
1462.75,6.2,11.51,24.54
1452.75,6.37,13.6,20.77
1419.0,6.37,15.88,17.79
1443.5,6.37,15.32,18.44
1430.25,6.37,15.13,18.67
1442.5,6.62,14.27,19.8
1424.75,6.62,17.07,16.55
1038.25,6.62,18.96,14.9
908.5,-,19.52,14.47
1120.0,-,11.97,23.6
1146.25,-,11.53,24.5
1114.5,-,12.93,21.84
979.0,-,14.61,19.33
891.25,-,7.32,38.6
1384.5,3.23,6.42,43.97
1498.0,11.95,6.72,42.04
1178.25,11.95,8.94,31.59
1170.0,11.95,8.56,33
1248.0,11.05,9.63,29.35
1267.25,4.26,10.73,26.33
1274.75,4.26,13.06,21.63
1277.75,4.26,13.68,20.65
1295.0,3.92,13.55,20.84
1323.75,3.92,12.2,23.16
1321.0,4.03,13.98,20.2
1316.0,4.03,12.91,21.89
1349.25,10.43,10.78,26.2
1380.75,10.43,13.66,20.67
1374.25,10.43,12.97,21.79
1414.5,8.5,10.67,26.48
1497.75,9.96,7.84,36.01
1609.5,20.81,6.0,47.07
1483.25,20.81,8.13,34.75
1347.25,20.81,11.01,25.65
1377.75,5.45,12.75,22.16
1388.25,10.29,12.9,21.9
1413.25,10.29,13.57,20.82
1451.5,13.57,10.78,26.21
1463.75,13.57,13.94,20.27
1491.75,5.79,14.75,19.15
1494.75,5.79,15.91,17.76
1492.25,5.79,16.68,16.94
1502.0,-,16.91,16.71
1483.0,-,17.77,15.89
1470.25,-,17.16,16.46
1493.5,-,15.42,18.32
1511.5,5.47,15.06,18.76
1522.5,6.25,15.74,17.95
1509.0,6.25,15.6,18.11
1490.25,6.25,17.77,15.89
1468.25,6.25,17.26,16.37
1484.0,-,16.75,16.86
1475.0,-,16.54,17.08
1463.75,-,17.8,15.87
1451.5,-,17.06,16.56
1472.25,-,16.06,17.59
1475.0,-,15.26,18.51
1487.5,-,15.97,17.68
1470.0,5.78,16.5,17.12
1169.25,5.78,23.29,12.13
1204.75,5.78,13.42,21.04
1235.0,16.74,11.61,24.33
1291.5,12.99,10.36,27.27
1321.5,12.99,10.29,27.45
1382.25,12.77,9.58,29.48
1443.75,19.06,9.24,30.57
1471.25,14.72,9.05,31.23
1527.75,14.42,8.88,31.8
1567.75,14.42,8.76,32.23
1585.5,14.89,10.7,26.41
1638.75,7.97,9.15,30.87
1675.0,14.78,8.6,32.86
1709.0,16.04,8.43,33.51
1755.0,17.45,8.39,33.67
1782.75,17.45,8.3,34.03
1831.25,16.11,8.18,34.53
1843.75,16.56,11.51,24.54
1803.0,16.56,16.52,17.1
1784.0,16.56,23.39,12.08
1739.0,16.56,22.4,12.61
1731.75,-,20.27,13.94
1718.0,-,19.05,14.83
1717.0,-,19.71,14.33
1670.0,-,21.02,13.44
1648.0,-,13.37,21.12
1644.75,-,12.94,21.83
1652.0,-,14.01,20.16
1656.5,-,16.16,17.48
1656.75,-,17.59,16.06
1670.0,-,13.66,20.67
1678.75,7.49,15.86,17.81
1705.5,8.03,9.62,29.36
1715.0,8.03,12.54,22.54
1730.25,7.7,14.5,19.48
1750.5,8.25,10.99,25.71
1775.0,8.25,8.5,33.23
1780.25,9.42,13.0,21.73
1776.25,9.42,17.49,16.15
1792.75,8.04,14.19,19.91
1783.25,8.04,12.24,23.07
1754.75,8.04,22.03,12.82
1717.25,8.04,20.52,13.77
1666.25,-,14.6,19.35
1665.75,-,17.81,15.86
1655.75,-,17.54,16.11
1672.25,8.32,13.51,20.91
1678.75,8.32,16.39,17.23
1683.5,8.32,17.32,16.31
1679.0,-,19.32,14.62
1675.5,-,20.87,13.53
1662.0,-,20.57,13.73
1667.5,7.92,20.09,14.06
1666.5,7.92,19.21,14.71
1632.25,7.92,20.01,14.12
1606.0,7.92,19.84,14.24
1574.0,-,19.76,14.29
1567.5,-,22.01,12.83
1542.75,-,21.27,13.28
1539.5,-,20.34,13.89
1512.0,-,19.94,14.17
1498.5,-,20.03,14.1
1483.25,-,19.06,14.82
1429.25,-,21.48,13.15
1440.5,-,21.54,13.11
1388.5,-,20.29,13.92
1283.0,-,22.08,12.79
1254.0,-,14.5,19.48
1079.75,-,14.0,20.18
1098.75,-,13.83,20.42
1120.0,16.53,13.12,21.54
1160.0,5.31,12.61,22.41
1192.5,11.69,13.06,21.62
1202.0,6.84,18.76,15.06
1132.75,6.84,20.91,13.51
1105.0,6.84,13.71,20.61
1078.5,-,14.9,18.96
1106.25,5.84,16.06,17.59
1084.0,5.84,13.66,20.68
1136.25,5.63,13.21,21.39
1150.0,6.11,12.68,22.28
1189.25,5.55,13.91,20.31
1210.5,6,15.34,18.41
1232.0,6.94,14.55,19.41
1250.75,6.94,15.8,17.88
1259.0,6.24,16.23,17.4
1243.25,6.24,18.72,15.09
1231.75,6.24,22.24,12.7
1144.0,-,13.85,20.4
1139.5,-,14.18,19.92
1122.75,-,18.71,15.1
1103.0,-,19.1,14.79
1117.0,-,15.85,17.82
1114.25,5.33,18.84,14.99
1071.75,5.33,22.26,12.69
1060.0,5.33,16.03,17.62
1076.0,5.37,14.88,18.98
1097.75,5.84,15.22,18.56
1084.5,5.84,19.74,14.31
1064.5,5.84,14.96,18.88
1058.75,5.84,14.06,20.09
1061.0,-,16.86,16.75
1052.25,-,18.46,15.31
1025.25,-,15.53,18.18
1040.0,-,15.96,17.7
1010.25,-,19.39,14.57
996.75,-,21.32,13.25
